FOI Number,FOI Date (Machine),FOI Date (Human),FOI Title,FOI URL,PDF INDEX,PDF COUNT,PDF URL,Processed
3117-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3117 – release documents – Guidelines for the safe use of antidepressants in youth and children,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children,5,11,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children-letter-from-professor-john-skerritt-to-racp.pdf,Downloaded
3117-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3117 – release documents – Guidelines for the safe use of antidepressants in youth and children,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children,6,11,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children-letter-from-professor-john-skerritt-to-racgp.pdf,Downloaded
3117-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3117 – release documents – Guidelines for the safe use of antidepressants in youth and children,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children,7,11,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children-letter-from-professor-john-skerritt-to-racgp_0.pdf,Downloaded
3117-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3117 – release documents – Guidelines for the safe use of antidepressants in youth and children,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children,8,11,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children-email-correspondence-from-ranzcp-to-professor-john-skerritt.pdf,Downloaded
3117-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3117 – release documents – Guidelines for the safe use of antidepressants in youth and children,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children,9,11,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children-letter-from-ranzcp-to-professor-john-skerritt.pdf,Downloaded
3117-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3117 – release documents – Guidelines for the safe use of antidepressants in youth and children,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children,10,11,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children-email-correspondence-between-department-and-ranzcp.pdf,Downloaded
3117-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3117 – release documents – Guidelines for the safe use of antidepressants in youth and children,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children,11,11,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-3117-release-documents-guidelines-for-the-safe-use-of-antidepressants-in-youth-and-children-meeting-invitation-ranzcp-and-department.pdf,Downloaded
2746-2022,2021-12-24T12:00:00Z,24 December 2021,FOI request 2746 – Documents related to human biosecurity emergency declarations,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations,1,4,https://www.health.gov.au/sites/default/files/documents/2022/04/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations-chief-medical-officer-s-letter-recommending-a-human-biosecurity-emergency-declaration-under-section-475-of-the-biosecurity-act-201.pdf,Downloaded
2746-2022,2021-12-24T12:00:00Z,24 December 2021,FOI request 2746 – Documents related to human biosecurity emergency declarations,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations,2,4,https://www.health.gov.au/sites/default/files/documents/2022/04/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations-ministerial-submission---declaration-of-a-human-biosecurity-emergency-under-section-475-of-the-biosecurity-act-2015.pdf,Downloaded
2746-2022,2021-12-24T12:00:00Z,24 December 2021,FOI request 2746 – Documents related to human biosecurity emergency declarations,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations,3,4,https://www.health.gov.au/sites/default/files/documents/2022/04/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations-chief-medical-officer-s-letter-recommending-an-extension-to-the-human-biosecurity-emergency-period-under-section-475-of-the-biosecurity-act-201.pdf,Downloaded
2746-2022,2021-12-24T12:00:00Z,24 December 2021,FOI request 2746 – Documents related to human biosecurity emergency declarations,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations,4,4,https://www.health.gov.au/sites/default/files/documents/2022/04/foi-request-2746-documents-related-to-human-biosecurity-emergency-declarations-ministerial-submission---human-biosecurity-emergency-declaration-extension.pdf,Downloaded
3170-2021,2021-12-24T12:00:00Z,24 December 2021,FOI request 3170 – release documents – RFT DoHA/135/1112 request for tender,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3170-release-documents-rft-doha1351112-request-for-tender,1,1,https://www.health.gov.au/sites/default/files/documents/2022/04/foi-request-3170-release-documents-rft-doha-135-1112-request-for-tender-request-for-tender-for-the-services-of-ict-solution-to-support-office-of-aged-care-quality-and-compliance.pdf,Downloaded
3361-2021,2021-12-24T12:00:00Z,24 December 2021,FOI 3361 – release documents – Privacy Impact Statement of Contact Centre CRM Solution,https://www.health.gov.au/resources/foi-disclosure-log/foi-3361-release-documents-privacy-impact-statement-of-contact-centre-crm-solution,1,1,https://www.health.gov.au/sites/default/files/documents/2022/06/foi-3361-release-documents-privacy-impact-statement-of-contact-centre-crm-solution.pdf,Downloaded
3361-2021,2021-12-24T12:00:00Z,24 December 2021,FOI 3361 – release documents – Privacy Impact Statement of Contact Centre CRM Solution,https://www.health.gov.au/resources/foi-disclosure-log/foi-3361-release-documents-privacy-impact-statement-of-contact-centre-crm-solution-0,1,1,https://www.health.gov.au/sites/default/files/documents/2022/09/foi-3361-release-documents-privacy-impact-statement-of-contact-centre-crm-solution-contact-centre-crm-solution---privacy-impact-assessment.pdf,Downloaded
3116-2021,2021-12-17T12:00:00Z,17 December 2021,FOI request 3116 – Release documents – Guidelines for safe use of antidepressants in youth,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth,1,7,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth-foi-3116-letter-from-professor-john-skerritt-to-racp_0.pdf,Downloaded
3116-2021,2021-12-17T12:00:00Z,17 December 2021,FOI request 3116 – Release documents – Guidelines for safe use of antidepressants in youth,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth,2,7,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth-foi-3116-letter-from-professor-john-skerritt-to-racgp_0.pdf,Downloaded
3116-2021,2021-12-17T12:00:00Z,17 December 2021,FOI request 3116 – Release documents – Guidelines for safe use of antidepressants in youth,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth,3,7,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth-foi-3116-letter-from-professor-john-skerritt-to-ranzcp_0.pdf,Downloaded
3116-2021,2021-12-17T12:00:00Z,17 December 2021,FOI request 3116 – Release documents – Guidelines for safe use of antidepressants in youth,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth,4,7,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth-foi-3116-email-correspondence-from-ranzcp-to-professor-john-skerritt_0.pdf,Downloaded
3116-2021,2021-12-17T12:00:00Z,17 December 2021,FOI request 3116 – Release documents – Guidelines for safe use of antidepressants in youth,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth,5,7,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth-foi-3116-letter-from-ranzcp-to-professor-john-skerritt_0.pdf,Downloaded
3116-2021,2021-12-17T12:00:00Z,17 December 2021,FOI request 3116 – Release documents – Guidelines for safe use of antidepressants in youth,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth,6,7,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth-foi-3116-email-correspondence-between-the-department-and-ranzcp_0.pdf,Downloaded
3116-2021,2021-12-17T12:00:00Z,17 December 2021,FOI request 3116 – Release documents – Guidelines for safe use of antidepressants in youth,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth,7,7,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-3116-release-documents-guidelines-for-safe-use-of-antidepressants-in-youth-foi-3116-meeting-invitation_0.pdf,Downloaded
2459-2021,2021-12-16T12:00:00Z,16 December 2021,FOI request 2459 – COVID-19 contracts subject to emergency provision,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2459-covid-19-contracts-subject-to-emergency-provision,1,1,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2459-covid-19-contracts-subject-to-emergency-provision-covid-19-contracts-subject-to-the-2-6-emergency-provision-in-the-cpr.pdf,Downloaded
3040-2021,2021-12-13T12:00:00Z,13 December 2021,FOI request 3040 – release documents – National Safe Spaces Network,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3040-release-documents-national-safe-spaces-network,1,1,https://www.health.gov.au/sites/default/files/documents/2022/01/foi-request-3040-release-documents-national-safe-spaces-network-kpmg-national-safe-spaces-network-scoping-study.pdf,Downloaded
3254-2022,2021-12-08T12:00:00Z,8 December 2021,FOI 3254 – National Cabinet Guidance Documents,https://www.health.gov.au/resources/foi-disclosure-log/foi-3254-national-cabinet-guidance-documents,1,1,https://www.health.gov.au/sites/default/files/documents/2022/04/foi-3254-national-cabinet-guidance-documents.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,1,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712---agenda-paper-product-design-gold-silver-bronze.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,2,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-background-paper-product-design-items-for-further-considera.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,3,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-improved-value-for-rural-consumers.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,4,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-contracting-and-default-benefits.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,5,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper---review-of-basis-and-second-tier-default-bene.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,6,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-private-admitted-patients-in-public-hospitals.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,7,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-private-health-insurance-premium-setting.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,8,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-out-of-pocket-costs.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,9,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-standardising-clinical-definitions.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,10,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-report-contracting-and-default-benefits-wg-report-to-the-pr.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,11,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-options-for-private-patients-in-public-hospita.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,12,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-issues-paper-risk-equalisation.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,13,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-report-risk-equalisation-wg-report-to-the-phmac.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,14,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-additional-committee-meeting-product-design.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,15,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-1.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,16,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-2.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,17,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-3.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,18,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-4.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,19,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-5.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,20,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-6.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,21,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-7.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,22,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-8.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,23,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-9.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,24,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-10.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,25,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-11.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,26,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-12.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,27,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-13.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,28,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-14.pdf,Downloaded
2712-2021,2021-12-07T12:00:00Z,7 December 2021,"FOI request 2712 – release documents – Agendas and attached documents – Meetings of PHMAC, subcommittees and working groups between September 2016 – December 2018",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018,29,59,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2712-release-documents-agendas-and-attached-documents-meetings-of-phmac-subcommittees-and-working-groups-between-september-2016-december-2018-foi-2712-agenda-paper-committee-meeting-15.pdf,Downloaded
